z_m,CO2,H2,CO,MeOH,H2O,N2,temperature_k,pressure_bar
0.10484150736690497,0.004262537333933926,0.014731371551357637,0.0004993673391041162,8.887159227544577e-11,0.00046536360767456485,0.0,486.08070664962224,29.99858310374081
0.11193833038706252,0.004249873089434366,0.014718213826369295,0.0005120315834910325,8.89782739479782e-11,0.00047487673888494243,0.0,486.45813051482884,29.99848684216828
0.11903515340722008,0.004237962942773134,0.014705810538190782,0.0005239417300374292,8.908714064847221e-11,0.0004835741836906166,0.0,486.82003505399507,29.998390537205708
0.12613197642737764,0.004226768746834094,0.014694123513731693,0.0005351359258590905,8.919854172708434e-11,0.0004914993799619055,0.0,487.166638103447,29.99829419245076
0.13322879944753518,0.004216253254265909,0.014683115481038412,0.0005456514183070416,8.931279118660812e-11,0.0004986945833302229,0.0,487.4981732015224,29.998197811406715
0.14461626073092276,0.004200707120836572,0.014666779569466562,0.0005611975515367793,8.950276584449679e-11,0.0005088176309797543,0.0,487.9992718801638,29.998043092461458
0.15600372201431034,0.0041866677526827736,0.014651951017220268,0.0005752369194818916,8.970180579497455e-11,0.0005173320512733812,0.0,488.4632196658182,29.997888302466638
0.16739118329769792,0.004173992703971894,0.01463848729785474,0.0005879119679741519,8.991075249430859e-11,0.0005243966615237555,0.0,488.8910458385385,29.997733454468953
0.1787786445810855,0.004162544755008024,0.01462625111913211,0.0005993599167087867,9.013028884791066e-11,0.0005301633996425994,0.0,489.2838231274562,29.997578560950625
0.19016610586447308,0.004152193229735413,0.014615111740155408,0.0006097114417410185,9.036094307448224e-11,0.0005347760845716527,0.0,489.6427315146019,29.997423633828742
0.20481888069444235,0.004140289700543697,0.014602194904210553,0.0006216149706064339,9.067468603921663e-11,0.0005392290430777045,0.0,490.05689970218555,29.997224250664477
0.2194716555244116,0.004129758571031092,0.014590650889491533,0.0006321460997732076,9.10079095325012e-11,0.0005422548754890082,0.0,490.42044938046155,29.997024853199925
0.23412443035438088,0.0041203850575560145,0.014580264822784213,0.0006415196128828131,9.136072358424744e-11,0.00054408645277795,0.0,490.73703321165755,29.99682546227377
0.24877720518435015,0.004111980843342889,0.014570848312436116,0.0006499238267109996,9.173294434717848e-11,0.0005449271859405729,0.0,491.01062984343673,29.996626096830983
0.2634299800143194,0.004104383307493851,0.01456223867543411,0.0006575213621560508,9.212415722927096e-11,0.0005449521926971364,0.0,491.24540282115214,29.996426773870482
0.28050093363044376,0.004096365863664456,0.014553042279424574,0.0006655388054915312,9.260311155335392e-11,0.0005441495752929056,0.0,491.47553386782175,29.996194629725224
0.29757188724656813,0.004089073508875898,0.014544571102782235,0.0006728311597621918,9.310596154196614e-11,0.0005426365055359265,0.0,491.66514000350946,29.995962584201205
0.3146428408626925,0.004082358484300654,0.014536677335525177,0.0006795461837967271,9.363153209236952e-11,0.0005405709326940455,0.0,491.82030217831857,29.995730654628147
0.3317137944788169,0.004076102022977585,0.01452924217066599,0.000685802644557437,9.41786602786249e-11,0.0005380795537777159,0.0,491.9465413490169,29.995498855360612
